Finance_ID,Order_ID,Transaction_Date,Customer_ID,Customer_Name,Invoice_Value_INR,Amount_Paid_INR,Outstanding_INR,Freight_Cost_INR,Other_Expense_INR,Estimated_Net_Profit_INR,Payment_Type
FIN00434,ORD01404,2025-06-26,CUST067,Metro Manufacturing,18863.85,18863.85,0,781.57,390.79,6526.14,Invoice
FIN00435,ORD01382,2025-09-28,CUST053,United Manufacturing,41172.66,21120.87,20051.79,1789.04,894.52,12931.42,Invoice
FIN00436,ORD01058,2025-12-19,CUST003,Prime Logistics,16750.58,16750.58,0,740.31,370.15,5064.32,Invoice
FIN00437,ORD00708,2025-09-04,CUST104,Om Logistics,15801.21,15801.21,0,732.26,366.13,4242.04,Invoice
FIN00438,ORD00917,2025-10-05,CUST053,United Manufacturing,995.14,995.14,0,43.76,21.88,304.36,Invoice
FIN00439,ORD00995,2025-06-25,CUST119,National Traders,7483.13,7483.13,0,306.6,153.3,2643.22,Invoice
FIN00440,ORD00406,2025-01-31,CUST101,Vertex Manufacturing,675.06,265.4,409.66,26.2,13.1,261.47,Invoice
FIN00441,ORD01392,2025-07-15,CUST054,Prime Industries,463241.26,463241.26,0,22265.55,11132.78,111763.63,Invoice
FIN00442,ORD01491,2025-01-12,CUST033,Om Manufacturing,23026.81,16607.63,6419.18,992.34,496.17,7361.94,Invoice
FIN00443,ORD01795,2025-02-16,CUST102,Global Logistics,18602.36,8410.49,10191.87,746.02,373.01,6825.97,Invoice
FIN00444,ORD00576,2025-08-09,CUST108,National Manufacturing,202704.8,202704.8,0,10034.37,5017.19,44305.07,Invoice
FIN00445,ORD00480,2025-12-16,CUST031,United Industries,27689.7,27689.7,0,1137.47,568.73,9733.97,Invoice
FIN00446,ORD00465,2025-03-06,CUST112,National Manufacturing,11973.22,11973.22,0,449.65,224.82,4875.22,Invoice
FIN00447,ORD00227,2025-11-27,CUST058,Sunrise Pvt Ltd,698.03,13.49,684.54,32.27,16.13,188.68,Invoice
FIN00448,ORD00232,2025-01-16,CUST004,Prime Manufacturing,15331.7,15331.7,0,586.84,293.42,6068.04,Invoice
FIN00449,ORD00744,2025-07-16,CUST087,Shree Manufacturing,16434.24,16434.24,0,633.18,316.59,6439.1,Invoice
FIN00450,ORD01572,2025-11-19,CUST005,Apex Logistics,2709.67,2709.67,0,115.77,57.88,882.18,Invoice
FIN00451,ORD00585,2025-03-28,CUST028,United Logistics,1279.26,1279.26,0,57.89,28.94,365.5,Invoice
FIN00452,ORD00164,2025-06-03,CUST105,United Pvt Ltd,58076.05,6444.22,51631.83,2628.57,1314.28,16582.23,Invoice
FIN00453,ORD00680,2025-09-13,CUST078,Shree Industries,38121.73,18314.89,19806.84,1572.47,786.23,13299.18,Invoice
FIN00454,ORD00800,2025-03-16,CUST042,National Manufacturing,217980.37,217980.37,0,10388.12,5194.06,53996.52,Invoice
FIN00455,ORD00267,2025-04-24,CUST030,Metro Industries,49506.39,23144.91,26361.48,2484.49,1242.25,10286.87,Invoice
FIN00456,ORD00149,2025-06-03,CUST094,Sunrise Traders,64157.14,64157.14,0,2849.43,1424.71,19176.92,Invoice
FIN00457,ORD01378,2025-08-08,CUST103,Apex Traders,48926.16,48926.16,0,1991.51,995.76,17488.71,Invoice
FIN00458,ORD00985,2025-05-21,CUST109,National Enterprises,21504.33,21504.33,0,943.62,471.81,6608.64,Invoice
FIN00459,ORD00589,2025-11-05,CUST059,Global Manufacturing,9015.64,281.59,8734.05,366.12,183.06,3236.25,Invoice
FIN00460,ORD01582,2025-07-05,CUST085,Global Manufacturing,23507.57,2014.1,21493.47,1028.45,514.22,7272.81,Invoice
FIN00461,ORD01419,2025-11-11,CUST089,Shree Manufacturing,1501.14,1501.14,0,62.13,31.07,520.36,Invoice
FIN00462,ORD00307,2025-03-23,CUST072,United Logistics,44988.41,19676.95,25311.46,1795.78,897.89,16640.68,Invoice
FIN00463,ORD00193,2025-06-29,CUST020,Shree Industries,643152.68,315354.6,327798.08,30407.86,15203.93,163142.97,Invoice
FIN00464,ORD00953,2025-10-26,CUST096,Shree Industries,24288.99,2433.67,21855.32,945.16,472.58,9369.03,Invoice
FIN00465,ORD00310,2025-06-01,CUST102,Global Logistics,67623.49,6359.31,61264.18,3055.41,1527.71,19391.6,Invoice
FIN00466,ORD01799,2025-11-08,CUST080,Vertex Industries,1091595.6,1091595.6,0,53481.56,26740.78,247350.9,Invoice
FIN00467,ORD00064,2025-08-21,CUST060,Om Pvt Ltd,54250.98,54250.98,0,2313.52,1156.76,17730.41,Invoice
FIN00468,ORD01649,2025-06-23,CUST095,Vertex Industries,34689.76,34689.76,0,1413.96,706.98,12369.4,Invoice
FIN00469,ORD01791,2025-03-15,CUST112,National Manufacturing,1848.52,75.31,1773.21,66.94,33.47,791.82,Invoice
FIN00470,ORD01365,2025-05-29,CUST044,Apex Industries,65159.9,65159.9,0,2648.16,1324.08,23356.74,Invoice
FIN00471,ORD00487,2025-10-07,CUST119,National Traders,14222.01,14222.01,0,520.88,260.44,5999.52,Invoice
FIN00472,ORD00753,2025-09-30,CUST023,Vertex Logistics,61488.61,61488.61,0,3004.38,1502.19,14062.33,Invoice
FIN00473,ORD01019,2025-03-08,CUST104,Om Logistics,5845.6,5845.6,0,233.4,116.7,2161.26,Invoice
FIN00474,ORD01138,2025-11-04,CUST119,National Traders,20553.24,8133.99,12419.25,891.36,445.68,6482.42,Invoice
FIN00475,ORD01344,2025-11-09,CUST079,Shree Manufacturing,1447.89,741.79,706.1,65.56,32.78,413.05,Invoice
FIN00476,ORD01211,2025-01-25,CUST095,Vertex Industries,3340.22,3340.22,0,129.33,64.67,1298.64,Invoice
FIN00477,ORD01517,2025-04-09,CUST047,Global Pvt Ltd,125.47,83.23,42.24,4.76,2.38,50.25,Invoice
FIN00478,ORD01313,2025-01-12,CUST074,Global Traders,1254.4,21.33,1233.07,57.98,28.99,339.15,Invoice
FIN00479,ORD01053,2025-04-09,CUST028,United Logistics,15791.89,1720.85,14071.04,747.88,373.94,3986.13,Invoice
FIN00480,ORD01588,2025-08-04,CUST037,Prime Pvt Ltd,12656.98,12656.98,0,557.62,278.81,3854.62,Invoice
FIN00481,ORD00809,2025-11-13,CUST020,Shree Industries,252134.19,252134.19,0,10995.25,5497.63,78566.28,Invoice
FIN00482,ORD00219,2025-10-07,CUST009,Prime Industries,3094.7,1084.95,2009.75,129.08,64.54,1057.07,Invoice
FIN00483,ORD01658,2025-06-21,CUST031,United Industries,74323.06,74323.06,0,3325.26,1662.63,21831.44,Invoice
FIN00484,ORD00287,2025-12-19,CUST056,National Enterprises,3472.63,3472.63,0,180,90,631.13,Invoice
FIN00485,ORD01362,2025-03-08,CUST107,Om Traders,10362.88,3796.04,6566.84,453.05,226.53,3211.11,Invoice
FIN00486,ORD01447,2025-04-04,CUST062,Global Industries,234151.9,143338.06,90813.84,10989.75,5494.88,60670.81,Invoice
FIN00487,ORD01289,2025-08-03,CUST013,Prime Industries,13079.56,7652.5,5427.06,557.28,278.64,4282.51,Invoice
FIN00488,ORD01537,2025-07-12,CUST110,Om Manufacturing,506.06,360.23,145.83,20.03,10.01,189.89,Invoice
FIN00489,ORD00362,2025-02-10,CUST038,Global Manufacturing,9828.94,9828.94,0,443.36,221.68,2830.23,Invoice
FIN00490,ORD01336,2025-05-02,CUST107,Om Traders,9344.27,9344.27,0,381.08,190.54,3328.61,Invoice
FIN00491,ORD00577,2025-05-01,CUST012,Shree Pvt Ltd,44659.24,44659.24,0,2004,1002,13024.69,Invoice
FIN00492,ORD01314,2025-06-12,CUST054,Prime Industries,10911.5,10911.5,0,516.38,258.19,2760.05,Invoice
FIN00493,ORD01186,2025-05-17,CUST021,National Pvt Ltd,12152.35,12152.35,0,437.01,218.51,5253.84,Invoice
FIN00494,ORD00486,2025-09-12,CUST096,Shree Industries,520.73,207.42,313.31,24.34,12.17,136.51,Invoice
FIN00495,ORD01478,2025-04-11,CUST113,Vertex Manufacturing,4201.46,4201.46,0,179.05,89.52,1375.1,Invoice
FIN00496,ORD00553,2025-07-13,CUST027,Om Industries,1398.11,943.14,454.97,61.94,30.97,420.34,Invoice
FIN00497,ORD01433,2025-11-12,CUST035,United Industries,17914.85,8217.05,9697.8,914.27,457.14,3482.43,Invoice
FIN00498,ORD00875,2025-01-09,CUST063,Prime Logistics,31713.73,31713.73,0,1379.78,689.89,9932.98,Invoice
FIN00499,ORD00905,2025-10-20,CUST007,Shree Industries,1411.38,1411.38,0,67.77,33.88,341.64,Invoice
FIN00500,ORD01114,2025-12-26,CUST047,Global Pvt Ltd,13160.42,13160.42,0,546.92,273.46,4526.82,Invoice
FIN00501,ORD00842,2025-04-24,CUST120,Prime Manufacturing,35447.8,35447.8,0,1427.33,713.66,12916.45,Invoice
FIN00502,ORD01640,2025-07-19,CUST020,Shree Industries,1098.14,1098.14,0,46.15,23.07,369.65,Invoice
FIN00503,ORD01290,2025-02-25,CUST077,Shree Industries,8259.21,8259.21,0,370.44,185.22,2411.49,Invoice
FIN00504,ORD00888,2025-03-13,CUST018,Sunrise Traders,9185.61,9185.61,0,366.96,183.48,3392.92,Invoice
FIN00505,ORD00880,2025-01-22,CUST069,United Logistics,11882.91,8767.07,3115.84,453.91,226.96,4717.59,Invoice
FIN00506,ORD01727,2025-03-18,CUST039,Shree Logistics,21721.01,21721.01,0,790.12,395.06,9248.36,Invoice
FIN00507,ORD00901,2025-02-23,CUST048,Sunrise Manufacturing,890.25,890.25,0,35.19,17.6,334.72,Invoice
FIN00508,ORD00293,2025-07-01,CUST051,Prime Manufacturing,38949.66,38949.66,0,1521.47,760.74,14932.11,Invoice
FIN00509,ORD00632,2025-01-10,CUST051,Prime Manufacturing,4781.64,4781.64,0,177.96,88.98,1972.34,Invoice
FIN00510,ORD01129,2025-12-29,CUST044,Apex Industries,33176.5,33176.5,0,1200.62,600.31,14223.88,Invoice
FIN00511,ORD01432,2025-01-09,CUST102,Global Logistics,12400.61,12400.61,0,563.31,281.65,3508.39,Invoice
FIN00512,ORD01132,2025-01-22,CUST026,Prime Manufacturing,13977.65,13977.65,0,542.19,271.09,5418.87,Invoice
FIN00513,ORD01279,2025-06-18,CUST018,Sunrise Traders,340685.03,11427.86,329257.17,17385.28,8692.64,66245.94,Invoice
FIN00514,ORD01086,2025-06-24,CUST101,Vertex Manufacturing,73379.09,73379.09,0,2885.14,1442.57,27835.07,Invoice
FIN00515,ORD00494,2025-03-22,CUST072,United Logistics,101077.35,101077.35,0,3753.26,1876.63,41829.45,Invoice
FIN00516,ORD01189,2025-12-25,CUST110,Om Manufacturing,395.71,395.71,0,15.2,7.6,155.8,Invoice
FIN00517,ORD00278,2025-04-16,CUST065,Apex Logistics,7458.43,7458.43,0,319.87,159.93,2409.07,Invoice
FIN00518,ORD01662,2025-12-09,CUST094,Sunrise Traders,15151.09,15151.09,0,711.1,355.55,3925.83,Invoice
FIN00519,ORD00359,2025-05-09,CUST061,Apex Industries,441.27,441.27,0,20.65,10.33,115.3,Invoice
FIN00520,ORD00987,2025-03-03,CUST087,Shree Manufacturing,104670.12,71689.55,32980.57,4850.33,2425.16,28104.26,Invoice
FIN00521,ORD00237,2025-12-27,CUST053,United Manufacturing,1291.23,1291.23,0,53,26.5,454.55,Invoice
FIN00522,ORD01681,2025-05-14,CUST066,Om Logistics,12083.81,12083.81,0,530.66,265.33,3707.01,Invoice
FIN00523,ORD00209,2025-01-31,CUST074,Global Traders,35754.28,35754.28,0,1479.5,739.75,12399.24,Invoice
FIN00524,ORD01281,2025-11-16,CUST111,National Manufacturing,129074.78,129074.78,0,6099.95,3049.98,32782.66,Invoice
FIN00525,ORD01406,2025-01-28,CUST056,National Enterprises,117809.62,117809.62,0,5015.29,2507.64,38639.7,Invoice
FIN00526,ORD00059,2025-08-31,CUST017,Global Logistics,11145.5,11145.5,0,452.4,226.2,4004,Invoice
FIN00527,ORD01430,2025-07-21,CUST101,Vertex Manufacturing,11649.32,11649.32,0,471.3,235.65,4209.54,Invoice
FIN00528,ORD01423,2025-09-26,CUST095,Vertex Industries,10966.13,4919.95,6046.18,421.76,210.88,4308.38,Invoice
FIN00529,ORD00364,2025-05-19,CUST035,United Industries,38572.89,38572.89,0,1633.34,816.67,12789.45,Invoice
FIN00530,ORD00907,2025-05-29,CUST052,United Manufacturing,21332.55,21332.55,0,776,388,9082.88,Invoice
FIN00531,ORD00723,2025-01-30,CUST068,Shree Enterprises,948550.18,17485.75,931064.43,49617.63,24808.81,165300.48,Invoice
FIN00532,ORD01010,2025-07-10,CUST112,National Manufacturing,29352.63,29352.63,0,1182.22,591.11,10690.47,Invoice
FIN00533,ORD01633,2025-05-28,CUST056,National Enterprises,1419.48,1419.48,0,61.52,30.76,448.33,Invoice
FIN00534,ORD01102,2025-06-27,CUST098,Prime Pvt Ltd,19674.1,19674.1,0,765.72,382.86,7586.7,Invoice
FIN00535,ORD00693,2025-03-24,CUST044,Apex Industries,92367.84,60541.17,31826.67,4326.11,2163.06,24077.04,Invoice
FIN00536,ORD00906,2025-02-06,CUST034,Vertex Logistics,243214,243214,0,12453.46,6226.73,46627.2,Invoice
FIN00537,ORD01570,2025-06-19,CUST022,United Manufacturing,62469.91,62469.91,0,2730.84,1365.42,19361.68,Invoice
FIN00538,ORD00119,2025-06-13,CUST088,United Manufacturing,3444.73,3444.73,0,159.83,79.91,921.74,Invoice
FIN00539,ORD01796,2025-09-21,CUST080,Vertex Industries,340621.36,340621.36,0,17103.92,8551.96,70623.74,Invoice
FIN00540,ORD00630,2025-02-15,CUST036,National Industries,858.33,858.33,0,37.65,18.82,264.06,Invoice
FIN00541,ORD00523,2025-05-29,CUST056,National Enterprises,55773.69,55773.69,0,2775.3,1387.65,11963.61,Invoice
FIN00542,ORD00514,2025-10-22,CUST054,Prime Industries,3971.49,3971.49,0,175.43,87.72,1202.15,Invoice
FIN00543,ORD00082,2025-11-02,CUST035,United Industries,14713.15,7567.61,7145.54,564.07,282.03,5808.92,Invoice
FIN00544,ORD00705,2025-12-18,CUST072,United Logistics,407921.21,407921.21,0,19042.96,9521.48,107314.53,Invoice
FIN00545,ORD00381,2025-10-02,CUST015,Metro Manufacturing,40795.95,40795.95,0,1591.22,795.61,15677.42,Invoice
FIN00546,ORD01525,2025-06-29,CUST071,Prime Manufacturing,1260.31,604.6,655.71,52.74,26.37,427.77,Invoice
FIN00547,ORD00085,2025-11-25,CUST105,United Pvt Ltd,736.96,736.96,0,32.67,16.33,221.25,Invoice
FIN00548,ORD01515,2025-12-16,CUST052,United Manufacturing,11607.66,11607.66,0,440.51,220.25,4653.94,Invoice
FIN00549,ORD01666,2025-03-11,CUST041,Metro Enterprises,815.38,815.38,0,32.73,16.36,298.74,Invoice
FIN00550,ORD00915,2025-11-05,CUST012,Shree Pvt Ltd,8282.22,8282.22,0,311.13,155.56,3370.85,Invoice
FIN00551,ORD00614,2025-09-22,CUST018,Sunrise Traders,1762.9,1762.9,0,64.95,32.48,737.57,Invoice
FIN00552,ORD00983,2025-06-27,CUST103,Apex Traders,2805.79,2805.79,0,118.49,59.24,935.35,Invoice
FIN00553,ORD00757,2025-07-13,CUST015,Metro Manufacturing,1308.48,1308.48,0,57.23,28.62,405.05,Invoice
FIN00554,ORD00721,2025-02-01,CUST042,National Manufacturing,390166.22,390166.22,0,19274.24,9637.12,85908.53,Invoice
FIN00555,ORD00452,2025-12-06,CUST105,United Pvt Ltd,6176.55,6176.55,0,274.73,137.37,1839.69,Invoice
FIN00556,ORD00491,2025-06-04,CUST101,Vertex Manufacturing,22747.17,22747.17,0,926.38,463.19,8123.63,Invoice
FIN00557,ORD01779,2025-01-18,CUST078,Shree Industries,92477.51,92477.51,0,3583.94,1791.97,35902.46,Invoice
FIN00558,ORD00288,2025-11-26,CUST064,Sunrise Industries,25082.27,25082.27,0,1052.11,526.05,8473.99,Invoice
FIN00559,ORD01158,2025-02-21,CUST040,National Pvt Ltd,1571.28,1571.28,0,64.68,32.34,550.3,Invoice
FIN00560,ORD01786,2025-06-10,CUST102,Global Logistics,36798.82,19671.1,17127.72,1542.53,771.26,12448.91,Invoice
FIN00561,ORD01230,2025-05-15,CUST019,Apex Manufacturing,338817.28,4389.93,334427.35,16905.28,8452.64,71955.35,Invoice
FIN00562,ORD01084,2025-04-04,CUST039,Shree Logistics,11510.6,11510.6,0,468.3,234.15,4118.08,Invoice
FIN00563,ORD01499,2025-12-26,CUST088,United Manufacturing,30856.87,30856.87,0,1378.34,689.17,9098.73,Invoice
FIN00564,ORD01334,2025-07-30,CUST022,United Manufacturing,3932.73,3932.73,0,167.41,83.7,1290.12,Invoice
FIN00565,ORD01000,2025-07-25,CUST093,Om Traders,8983.69,8983.69,0,360.33,180.16,3295.66,Invoice
FIN00566,ORD01201,2025-04-05,CUST003,Prime Logistics,22265.67,22265.67,0,847.3,423.65,8890.41,Invoice
FIN00567,ORD01490,2025-07-09,CUST117,National Pvt Ltd,17936.82,17936.82,0,667.8,333.9,7395.14,Invoice
FIN00568,ORD00328,2025-04-25,CUST115,Metro Enterprises,2522.2,2522.2,0,100.03,50.02,943.08,Invoice
FIN00569,ORD01310,2025-09-24,CUST021,National Pvt Ltd,10069.19,10069.19,0,403.47,201.73,3700.15,Invoice
FIN00570,ORD01113,2025-07-06,CUST017,Global Logistics,290552.82,290552.82,0,14167.89,7083.94,66902.59,Invoice
FIN00571,ORD00937,2025-10-27,CUST020,Shree Industries,11675.58,11675.58,0,424.75,212.38,4970.54,Invoice
FIN00572,ORD01408,2025-05-14,CUST020,Shree Industries,74448.62,74448.62,0,3815.98,1907.99,14210.65,Invoice
FIN00573,ORD00758,2025-12-28,CUST082,Global Enterprises,76180.45,76180.45,0,3423.85,1711.92,22132.59,Invoice
FIN00574,ORD00178,2025-01-23,CUST024,Sunrise Logistics,272.31,272.31,0,12.37,6.19,76.99,Invoice
FIN00575,ORD00608,2025-08-09,CUST118,National Traders,13379.15,93.67,13285.48,541.25,270.63,4835.06,Invoice
FIN00576,ORD00775,2025-04-29,CUST075,Global Traders,2790.47,2790.47,0,115.58,57.79,965.98,Invoice
FIN00577,ORD00087,2025-09-15,CUST108,National Manufacturing,6110.77,133.87,5976.9,246.43,123.21,2220.75,Invoice
FIN00578,ORD01266,2025-07-27,CUST118,National Traders,8317.48,6220.53,2096.95,310.83,155.41,3410.88,Invoice
FIN00579,ORD01758,2025-10-27,CUST040,National Pvt Ltd,16492.99,10535.14,5957.85,729.75,364.87,4973.44,Invoice
FIN00580,ORD00458,2025-03-20,CUST013,Prime Industries,46962.9,596.41,46366.49,2056.8,1028.4,14494.92,Invoice
FIN00581,ORD00055,2025-12-04,CUST044,Apex Industries,50440.62,50440.62,0,2128.94,1064.47,16833.86,Invoice
FIN00582,ORD01353,2025-10-04,CUST110,Om Manufacturing,108635.95,108635.95,0,4596.45,2298.22,36077.71,Invoice
FIN00583,ORD00222,2025-05-02,CUST045,Apex Traders,18094.61,18094.61,0,745.46,372.73,6326.96,Invoice
FIN00584,ORD00114,2025-09-21,CUST120,Prime Manufacturing,503349.12,3815.92,499533.2,23067.98,11533.99,139204.66,Invoice
FIN00585,ORD01654,2025-12-20,CUST069,United Logistics,234.1,137.08,97.02,9.43,4.71,85.31,Invoice
FIN00586,ORD01112,2025-08-13,CUST006,Vertex Enterprises,120745.31,120745.31,0,5680.04,2840.02,31081.86,Invoice
FIN00587,ORD00820,2025-07-06,CUST089,Shree Manufacturing,26290.18,26290.18,0,991.88,495.94,10632.66,Invoice
FIN00588,ORD00175,2025-12-16,CUST061,Apex Industries,3823.04,2101.61,1721.43,155.72,77.86,1364.87,Invoice
FIN00589,ORD01646,2025-05-10,CUST015,Metro Manufacturing,10217.71,3875.75,6341.96,434.01,217.01,3366.48,Invoice
FIN00590,ORD01405,2025-03-28,CUST042,National Manufacturing,8303.91,8303.91,0,330.95,165.47,3079.65,Invoice
FIN00591,ORD00019,2025-05-08,CUST037,Prime Pvt Ltd,57187.18,26817.43,30369.75,2280.78,1140.39,21183.46,Invoice
FIN00592,ORD00424,2025-12-31,CUST077,Shree Industries,8962.61,8962.61,0,352.9,176.45,3391.82,Invoice
FIN00593,ORD01207,2025-04-15,CUST099,Prime Pvt Ltd,278231.31,127437.38,150793.93,12739.25,6369.62,77133.19,Invoice
FIN00594,ORD00286,2025-07-30,CUST041,Metro Enterprises,27729.43,3631.77,24097.66,1145.15,572.57,9652.48,Invoice
FIN00595,ORD01429,2025-11-03,CUST026,Prime Manufacturing,51147.73,51147.73,0,1996.67,998.33,19628.88,Invoice
FIN00596,ORD00429,2025-10-24,CUST110,Om Manufacturing,83875.96,47825.1,36050.86,3547.87,1773.94,27870.25,Invoice
FIN00597,ORD01361,2025-11-13,CUST107,Om Traders,1628.59,583.5,1045.09,68.73,34.37,543.62,Invoice
FIN00598,ORD01246,2025-04-07,CUST096,Shree Industries,212255.74,212255.74,0,10511.35,5255.68,46326.55,Invoice
FIN00599,ORD00032,2025-06-02,CUST019,Apex Manufacturing,2861.09,2861.09,0,128.8,64.4,827.87,Invoice
FIN00600,ORD01011,2025-02-10,CUST116,United Manufacturing,8278.88,8278.88,0,350.05,175.02,2753.12,Invoice
FIN00601,ORD01775,2025-06-06,CUST066,Om Logistics,875.29,875.29,0,37.95,18.97,276.23,Invoice
FIN00602,ORD00215,2025-03-01,CUST012,Shree Pvt Ltd,29745.36,29745.36,0,1120.78,560.39,12053.09,Invoice
FIN00603,ORD00670,2025-11-11,CUST024,Sunrise Logistics,29577.5,29577.5,0,1332.14,666.07,8548.71,Invoice
FIN00604,ORD00327,2025-11-21,CUST015,Metro Manufacturing,7022.64,7022.64,0,276.44,138.22,2658.77,Invoice
FIN00605,ORD00561,2025-03-11,CUST102,Global Logistics,42984.57,5542.33,37442.24,1737.96,868.98,15549.71,Invoice
FIN00606,ORD01050,2025-12-14,CUST034,Vertex Logistics,118102.63,118102.63,0,5488.85,2744.43,31457.15,Invoice
FIN00607,ORD01236,2025-04-26,CUST052,United Manufacturing,28215.66,28215.66,0,1054.54,527.27,11568.98,Invoice
FIN00608,ORD01352,2025-12-11,CUST093,Om Traders,20656.65,20656.65,0,909.46,454.73,6300.11,Invoice
FIN00609,ORD00342,2025-02-02,CUST080,Vertex Industries,18583.48,1983.62,16599.86,874.29,437.14,4782.24,Invoice
FIN00610,ORD00148,2025-12-10,CUST002,Global Pvt Ltd,24251.13,24251.13,0,1023.35,511.67,8096.85,Invoice
FIN00611,ORD00361,2025-11-07,CUST008,Metro Traders,2229.79,2229.79,0,99.2,49.6,663.88,Invoice
FIN00612,ORD00084,2025-08-14,CUST008,Metro Traders,107510.3,107510.3,0,4785.33,2392.67,31970.44,Invoice
FIN00613,ORD00049,2025-08-01,CUST063,Prime Logistics,630.94,630.94,0,23.79,11.9,255.38,Invoice
FIN00614,ORD00469,2025-12-28,CUST089,Shree Manufacturing,32110.82,32110.82,0,1264.67,632.34,12147.04,Invoice
FIN00615,ORD00156,2025-03-28,CUST063,Prime Logistics,47076.62,47076.62,0,1731.66,865.83,19741.14,Invoice
FIN00616,ORD01676,2025-08-14,CUST051,Prime Manufacturing,10702.4,7067.46,3634.94,398.34,199.17,4414.34,Invoice
FIN00617,ORD01317,2025-05-16,CUST083,Metro Industries,9075.76,1105.77,7969.99,406.31,203.16,2661.84,Invoice
FIN00618,ORD01092,2025-06-03,CUST028,United Logistics,2884.03,1880.58,1003.45,125.49,62.75,903.07,Invoice
FIN00619,ORD01471,2025-11-25,CUST036,National Industries,74322.88,74322.88,0,3235.9,1617.95,23241.88,Invoice
FIN00620,ORD00501,2025-07-21,CUST069,United Logistics,85711.28,34548.91,51162.37,3877.82,1938.91,24497.06,Invoice
FIN00621,ORD00180,2025-02-23,CUST026,Prime Manufacturing,10059.42,10059.42,0,399.98,199.99,3745.52,Invoice
FIN00622,ORD01481,2025-05-17,CUST116,United Manufacturing,8843.93,8843.93,0,401.56,200.78,2505.05,Invoice
FIN00623,ORD01600,2025-03-09,CUST001,Prime Industries,19699.37,19699.37,0,846.42,423.21,6338.02,Invoice
FIN00624,ORD00808,2025-10-20,CUST045,Apex Traders,12496.29,12496.29,0,497.74,248.87,4639.03,Invoice
FIN00625,ORD00529,2025-03-12,CUST001,Prime Industries,15975.1,15975.1,0,607.26,303.63,6389.13,Invoice
FIN00626,ORD00347,2025-09-15,CUST097,Vertex Pvt Ltd,1414.38,745.53,668.85,57.04,28.52,514.01,Invoice
FIN00627,ORD01248,2025-02-25,CUST001,Prime Industries,43039.46,24817.71,18221.75,1725.15,862.58,15806.67,Invoice
FIN00628,ORD01761,2025-12-20,CUST027,Om Industries,8021.9,8021.9,0,325.69,162.84,2880.7,Invoice
FIN00629,ORD01282,2025-06-20,CUST039,Shree Logistics,731.38,47.19,684.19,28.27,14.14,285.09,Invoice
FIN00630,ORD00922,2025-01-30,CUST073,Vertex Industries,8892.42,8892.42,0,336.61,168.3,3578.86,Invoice
FIN00631,ORD01384,2025-12-29,CUST109,National Enterprises,4245.99,2857.25,1388.74,160.19,80.09,1717.34,Invoice
FIN00632,ORD00602,2025-02-22,CUST064,Sunrise Industries,123213.46,123213.46,0,6068.07,3034.03,27424.67,Invoice
FIN00633,ORD00890,2025-05-29,CUST030,Metro Industries,5991.29,2442.41,3548.88,247,123.5,2092.29,Invoice
FIN00634,ORD00244,2025-11-11,CUST109,National Enterprises,157879.85,7840.97,150038.88,7467.72,3733.86,39996.49,Invoice
FIN00635,ORD00737,2025-06-22,CUST052,United Manufacturing,20426.81,20426.81,0,1079.89,539.95,3379.96,Invoice
FIN00636,ORD01329,2025-05-20,CUST117,National Pvt Ltd,1255681.18,1255681.18,0,56441.54,28220.77,364711.19,Invoice
FIN00637,ORD00313,2025-07-18,CUST070,National Logistics,1256.76,1256.76,0,52.79,26.4,423.38,Invoice
FIN00638,ORD00436,2025-08-24,CUST005,Apex Logistics,666171.41,666171.41,0,37734.96,18867.48,70498.11,Invoice
FIN00639,ORD01705,2025-02-19,CUST030,Metro Industries,3478.01,3478.01,0,157.07,78.54,998.51,Invoice
FIN00640,ORD01288,2025-04-25,CUST022,United Manufacturing,8365.62,3910.6,4455.02,371.71,185.86,2497.86,Invoice
FIN00641,ORD00309,2025-02-28,CUST109,National Enterprises,17631.17,17631.17,0,758.69,379.34,5654.74,Invoice
FIN00642,ORD00431,2025-02-14,CUST025,Global Logistics,49272.29,49272.29,0,2560.17,1280.09,8858.12,Invoice
FIN00643,ORD00371,2025-09-09,CUST003,Prime Logistics,8194.11,4217.46,3976.65,380.53,190.26,2187.21,Invoice
FIN00644,ORD00567,2025-12-25,CUST073,Vertex Industries,74405.52,74405.52,0,2861.26,1430.63,29238.51,Invoice
FIN00645,ORD01749,2025-01-25,CUST039,Shree Logistics,6702.61,6702.61,0,246.88,123.44,2805.37,Invoice
FIN00646,ORD00182,2025-02-25,CUST043,Om Logistics,34528.34,34528.34,0,1402.78,701.39,12384.38,Invoice
FIN00647,ORD01730,2025-01-18,CUST015,Metro Manufacturing,10253.96,10253.96,0,479.55,239.78,2683.86,Invoice
FIN00648,ORD00622,2025-02-20,CUST098,Prime Pvt Ltd,51150.77,51150.77,0,2261.6,1130.8,15449.78,Invoice
FIN00649,ORD00675,2025-09-14,CUST033,Om Manufacturing,14394.77,14394.77,0,631.11,315.56,4432.18,Invoice
FIN00650,ORD01126,2025-11-15,CUST064,Sunrise Industries,1497.29,1063.21,434.08,62.38,31.19,512.54,Invoice
FIN00651,ORD00782,2025-03-08,CUST042,National Manufacturing,36635.34,20625.25,16010.09,1554.48,777.24,12096.81,Invoice
FIN00652,ORD01656,2025-07-14,CUST117,National Pvt Ltd,34072.19,13426.11,20646.08,1521.96,760.98,10046.99,Invoice
