Order_ID,Order_Date,Product_ID,Product_Name,Category,Quantity,Planned_Production_Date,Production_Completion_Date,Production_Status,Production_Days,Planned_Qty,Actual_Qty,Production_Completion_%
ORD00897,2025-08-28,P007,Wooden Pallet,Pallet Solutions,26,2025-09-02,2025-09-05,In Production,3,26,14,0.538461538
ORD00898,2025-03-31,P007,Wooden Pallet,Pallet Solutions,26,2025-04-03,2025-04-06,In Production,3,26,12,0.461538462
ORD00899,2025-09-05,P007,Wooden Pallet,Pallet Solutions,10,2025-09-10,2025-09-14,In Production,4,10,5,0.5
ORD00900,2025-06-28,P012,7-Ply Corrugated Box,Customized Carton Boxes,10,2025-07-04,2025-07-09,Completed,5,10,10,1
ORD00901,2025-02-23,P011,5-Ply Corrugated Box,Customized Carton Boxes,15,2025-02-26,2025-03-04,Completed,6,15,15,1
ORD00902,2025-11-20,P001,PP Strapping Roll,Strapping Solutions,580,2025-11-22,2025-11-24,Completed,2,580,580,1
ORD00903,2025-12-14,P011,5-Ply Corrugated Box,Customized Carton Boxes,20,2025-12-18,2025-12-20,Completed,2,20,20,1
ORD00904,2025-01-18,P012,7-Ply Corrugated Box,Customized Carton Boxes,3,2025-01-21,2025-01-22,In Production,1,3,2,0.666666667
ORD00905,2025-10-20,P012,7-Ply Corrugated Box,Customized Carton Boxes,17,2025-10-25,2025-10-30,Completed,5,17,17,1
ORD00906,2025-02-06,P013,Platform Trolley,Material Handling,33,2025-02-12,2025-02-13,Completed,1,33,33,1
ORD00907,2025-05-29,P002,PET Strapping Roll,Strapping Solutions,155,2025-06-02,2025-06-06,Completed,4,155,155,1
ORD00908,2025-09-14,P001,PP Strapping Roll,Strapping Solutions,290,2025-09-18,2025-09-22,In Production,4,290,151,0.520689655
ORD00909,2025-05-14,P001,PP Strapping Roll,Strapping Solutions,650,2025-05-17,2025-05-20,In Production,3,650,542,0.833846154
ORD00910,2025-10-16,P006,Shrink Film Roll,Stretch / Film Solutions,38,2025-10-22,2025-10-28,In Production,6,38,29,0.763157895
ORD00911,2025-05-19,P002,PET Strapping Roll,Strapping Solutions,50,2025-05-21,2025-05-22,Completed,1,50,50,1
ORD00912,2025-04-11,P006,Shrink Film Roll,Stretch / Film Solutions,8,2025-04-17,2025-04-22,Completed,5,8,8,1
ORD00913,2025-03-01,P012,7-Ply Corrugated Box,Customized Carton Boxes,13,2025-03-06,2025-03-07,Completed,1,13,13,1
ORD00914,2025-10-02,P003,Bubble Wrap Roll,Protective Packaging,8,2025-10-08,2025-10-09,Completed,1,8,8,1
ORD00915,2025-11-05,P003,Bubble Wrap Roll,Protective Packaging,9,2025-11-08,2025-11-11,Completed,3,9,9,1
ORD00916,2025-12-28,P014,Hand Pallet Truck,Material Handling,3,2026-01-01,2026-01-08,In Production,7,3,2,0.666666667
ORD00917,2025-10-05,P011,5-Ply Corrugated Box,Customized Carton Boxes,18,2025-10-11,2025-10-12,Completed,1,18,18,1
ORD00918,2025-04-29,P007,Wooden Pallet,Pallet Solutions,5,2025-05-03,2025-05-09,Completed,6,5,5,1
ORD00919,2025-01-18,P004,EPE Foam Roll,Protective Packaging,15,2025-01-22,2025-01-25,Pending,3,15,0,0
ORD00920,2025-07-16,P006,Shrink Film Roll,Stretch / Film Solutions,18,2025-07-21,2025-07-22,Completed,1,18,18,1
ORD00921,2025-01-14,P011,5-Ply Corrugated Box,Customized Carton Boxes,4,2025-01-20,2025-01-27,Completed,7,4,4,1
ORD00922,2025-01-30,P005,Stretch Film Roll,Stretch / Film Solutions,13,2025-02-01,2025-02-06,In Production,5,13,6,0.461538462
ORD00923,2025-08-28,P012,7-Ply Corrugated Box,Customized Carton Boxes,12,2025-08-31,2025-09-02,Pending,2,12,0,0
ORD00924,2025-07-22,P011,5-Ply Corrugated Box,Customized Carton Boxes,32,2025-07-24,2025-07-29,Completed,5,32,32,1
ORD00925,2025-12-05,P006,Shrink Film Roll,Stretch / Film Solutions,87,2025-12-09,2025-12-16,Completed,7,87,87,1
ORD00926,2025-04-22,P003,Bubble Wrap Roll,Protective Packaging,94,2025-04-27,2025-04-28,Completed,1,94,94,1
ORD00927,2025-05-13,P013,Platform Trolley,Material Handling,38,2025-05-18,2025-05-20,Completed,2,38,38,1
ORD00928,2025-08-14,P009,Manual Strapping Tool,Packaging Tools & Equipment,30,2025-08-20,2025-08-23,Completed,3,30,30,1
ORD00929,2025-01-23,P011,5-Ply Corrugated Box,Customized Carton Boxes,10,2025-01-29,2025-01-31,Completed,2,10,10,1
ORD00930,2025-08-01,P007,Wooden Pallet,Pallet Solutions,22,2025-08-03,2025-08-09,Completed,6,22,22,1
ORD00931,2025-01-16,P008,Plastic Pallet,Pallet Solutions,2,2025-01-19,2025-01-22,In Production,3,2,1,0.5
ORD00932,2025-09-18,P006,Shrink Film Roll,Stretch / Film Solutions,43,2025-09-24,2025-09-30,Completed,6,43,43,1
ORD00933,2025-02-09,P009,Manual Strapping Tool,Packaging Tools & Equipment,18,2025-02-12,2025-02-17,Completed,5,18,18,1
ORD00934,2025-08-30,P013,Platform Trolley,Material Handling,27,2025-09-05,2025-09-10,In Production,5,27,16,0.592592593
ORD00935,2025-08-22,P003,Bubble Wrap Roll,Protective Packaging,15,2025-08-26,2025-09-01,Pending,6,15,0,0
ORD00936,2025-07-05,P012,7-Ply Corrugated Box,Customized Carton Boxes,21,2025-07-10,2025-07-15,Completed,5,21,21,1
ORD00937,2025-10-27,P005,Stretch Film Roll,Stretch / Film Solutions,17,2025-10-30,2025-11-04,Completed,5,17,17,1
ORD00938,2025-04-12,P012,7-Ply Corrugated Box,Customized Carton Boxes,15,2025-04-15,2025-04-19,Completed,4,15,15,1
ORD00939,2025-12-20,P011,5-Ply Corrugated Box,Customized Carton Boxes,18,2025-12-23,2025-12-24,In Production,1,18,12,0.666666667
ORD00940,2025-05-31,P008,Plastic Pallet,Pallet Solutions,29,2025-06-02,2025-06-05,Completed,3,29,29,1
ORD00941,2025-08-12,P012,7-Ply Corrugated Box,Customized Carton Boxes,40,2025-08-16,2025-08-23,Completed,7,40,40,1
ORD00942,2025-10-31,P003,Bubble Wrap Roll,Protective Packaging,33,2025-11-06,2025-11-09,Completed,3,33,33,1
ORD00943,2025-10-16,P003,Bubble Wrap Roll,Protective Packaging,51,2025-10-22,2025-10-27,Completed,5,51,51,1
ORD00944,2025-04-18,P006,Shrink Film Roll,Stretch / Film Solutions,8,2025-04-23,2025-04-28,Completed,5,8,8,1
ORD00945,2025-08-13,P004,EPE Foam Roll,Protective Packaging,73,2025-08-16,2025-08-18,Completed,2,73,73,1
ORD00946,2025-03-28,P006,Shrink Film Roll,Stretch / Film Solutions,79,2025-03-30,2025-04-04,Completed,5,79,79,1
ORD00947,2025-10-20,P007,Wooden Pallet,Pallet Solutions,16,2025-10-25,2025-10-31,Completed,6,16,16,1
ORD00948,2025-05-15,P014,Hand Pallet Truck,Material Handling,26,2025-05-17,2025-05-24,Completed,7,26,26,1
ORD00949,2025-03-22,P012,7-Ply Corrugated Box,Customized Carton Boxes,9,2025-03-28,2025-03-31,Completed,3,9,9,1
ORD00950,2025-06-12,P011,5-Ply Corrugated Box,Customized Carton Boxes,5,2025-06-15,2025-06-22,Completed,7,5,5,1
ORD00951,2025-04-11,P003,Bubble Wrap Roll,Protective Packaging,16,2025-04-15,2025-04-19,Completed,4,16,16,1
ORD00952,2025-04-20,P011,5-Ply Corrugated Box,Customized Carton Boxes,21,2025-04-22,2025-04-26,Completed,4,21,21,1
ORD00953,2025-10-26,P001,PP Strapping Roll,Strapping Solutions,250,2025-10-29,2025-11-04,Pending,6,250,0,0
ORD00954,2025-07-20,P001,PP Strapping Roll,Strapping Solutions,200,2025-07-26,2025-07-29,Completed,3,200,200,1
ORD00955,2025-12-06,P001,PP Strapping Roll,Strapping Solutions,440,2025-12-11,2025-12-12,Completed,1,440,440,1
ORD00956,2025-11-04,P002,PET Strapping Roll,Strapping Solutions,50,2025-11-09,2025-11-15,Completed,6,50,50,1
ORD00957,2025-12-12,P003,Bubble Wrap Roll,Protective Packaging,32,2025-12-16,2025-12-20,Completed,4,32,32,1
ORD00958,2025-06-07,P011,5-Ply Corrugated Box,Customized Carton Boxes,6,2025-06-12,2025-06-16,Completed,4,6,6,1
ORD00959,2025-01-11,P001,PP Strapping Roll,Strapping Solutions,370,2025-01-16,2025-01-17,Completed,1,370,370,1
ORD00960,2025-03-22,P008,Plastic Pallet,Pallet Solutions,14,2025-03-28,2025-04-01,In Production,4,14,8,0.571428571
ORD00961,2025-01-19,P011,5-Ply Corrugated Box,Customized Carton Boxes,16,2025-01-21,2025-01-28,In Production,7,16,7,0.4375
ORD00962,2025-12-19,P007,Wooden Pallet,Pallet Solutions,31,2025-12-22,2025-12-23,Completed,1,31,31,1
ORD00963,2025-02-07,P003,Bubble Wrap Roll,Protective Packaging,26,2025-02-13,2025-02-19,Completed,6,26,26,1
ORD00964,2025-06-15,P001,PP Strapping Roll,Strapping Solutions,110,2025-06-20,2025-06-25,Completed,5,110,110,1
ORD00965,2025-02-17,P005,Stretch Film Roll,Stretch / Film Solutions,25,2025-02-20,2025-02-24,In Production,4,25,18,0.72
ORD00966,2025-07-21,P011,5-Ply Corrugated Box,Customized Carton Boxes,21,2025-07-25,2025-08-01,Completed,7,21,21,1
ORD00967,2025-10-16,P012,7-Ply Corrugated Box,Customized Carton Boxes,51,2025-10-18,2025-10-24,Completed,6,51,51,1
ORD00968,2025-05-08,P009,Manual Strapping Tool,Packaging Tools & Equipment,10,2025-05-10,2025-05-12,Completed,2,10,10,1
ORD00969,2025-06-09,P002,PET Strapping Roll,Strapping Solutions,55,2025-06-13,2025-06-20,Completed,7,55,55,1
ORD00970,2025-09-08,P008,Plastic Pallet,Pallet Solutions,31,2025-09-14,2025-09-18,Completed,4,31,31,1
ORD00971,2025-02-09,P005,Stretch Film Roll,Stretch / Film Solutions,59,2025-02-14,2025-02-16,Completed,2,59,59,1
ORD00972,2025-03-29,P005,Stretch Film Roll,Stretch / Film Solutions,47,2025-04-04,2025-04-08,Completed,4,47,47,1
ORD00973,2025-07-10,P003,Bubble Wrap Roll,Protective Packaging,25,2025-07-16,2025-07-22,Completed,6,25,25,1
ORD00974,2025-04-18,P006,Shrink Film Roll,Stretch / Film Solutions,35,2025-04-22,2025-04-28,In Production,6,35,13,0.371428571
ORD00975,2025-01-03,P011,5-Ply Corrugated Box,Customized Carton Boxes,12,2025-01-07,2025-01-13,Completed,6,12,12,1
ORD00976,2025-06-29,P011,5-Ply Corrugated Box,Customized Carton Boxes,70,2025-07-05,2025-07-07,Completed,2,70,70,1
ORD00977,2025-07-26,P004,EPE Foam Roll,Protective Packaging,16,2025-07-30,2025-08-04,Completed,5,16,16,1
ORD00978,2025-09-25,P012,7-Ply Corrugated Box,Customized Carton Boxes,48,2025-10-01,2025-10-07,In Production,6,48,19,0.395833333
ORD00979,2025-04-29,P007,Wooden Pallet,Pallet Solutions,20,2025-05-02,2025-05-03,Completed,1,20,20,1
ORD00980,2025-08-06,P006,Shrink Film Roll,Stretch / Film Solutions,15,2025-08-11,2025-08-14,Completed,3,15,15,1
ORD00981,2025-06-09,P013,Platform Trolley,Material Handling,81,2025-06-15,2025-06-18,In Production,3,81,40,0.49382716
ORD00982,2025-08-15,P009,Manual Strapping Tool,Packaging Tools & Equipment,29,2025-08-20,2025-08-26,Completed,6,29,29,1
ORD00983,2025-06-27,P011,5-Ply Corrugated Box,Customized Carton Boxes,47,2025-07-02,2025-07-04,In Production,2,47,34,0.723404255
ORD00984,2025-08-15,P001,PP Strapping Roll,Strapping Solutions,500,2025-08-19,2025-08-24,Completed,5,500,500,1
ORD00985,2025-05-21,P006,Shrink Film Roll,Stretch / Film Solutions,30,2025-05-26,2025-05-30,Completed,4,30,30,1
ORD00986,2025-09-09,P002,PET Strapping Roll,Strapping Solutions,110,2025-09-12,2025-09-16,Completed,4,110,110,1
ORD00987,2025-03-03,P009,Manual Strapping Tool,Packaging Tools & Equipment,32,2025-03-05,2025-03-09,Completed,4,32,32,1
ORD00988,2025-03-28,P011,5-Ply Corrugated Box,Customized Carton Boxes,22,2025-04-03,2025-04-09,Completed,6,22,22,1
ORD00989,2025-05-17,P003,Bubble Wrap Roll,Protective Packaging,48,2025-05-19,2025-05-21,Completed,2,48,48,1
ORD00990,2025-06-29,P011,5-Ply Corrugated Box,Customized Carton Boxes,14,2025-07-01,2025-07-04,Completed,3,14,14,1
ORD00991,2025-06-12,P001,PP Strapping Roll,Strapping Solutions,120,2025-06-18,2025-06-24,Completed,6,120,120,1
ORD00992,2025-04-08,P006,Shrink Film Roll,Stretch / Film Solutions,30,2025-04-11,2025-04-14,Completed,3,30,30,1
ORD00993,2025-04-13,P011,5-Ply Corrugated Box,Customized Carton Boxes,28,2025-04-16,2025-04-19,Completed,3,28,28,1
ORD00994,2025-03-29,P002,PET Strapping Roll,Strapping Solutions,185,2025-03-31,2025-04-07,Completed,7,185,185,1
ORD00995,2025-06-25,P004,EPE Foam Roll,Protective Packaging,5,2025-07-01,2025-07-06,Completed,5,5,5,1
ORD00996,2025-11-20,P001,PP Strapping Roll,Strapping Solutions,810,2025-11-23,2025-11-27,Completed,4,810,810,1
ORD00997,2025-11-19,P011,5-Ply Corrugated Box,Customized Carton Boxes,36,2025-11-23,2025-11-30,Completed,7,36,36,1
ORD00998,2025-08-28,P002,PET Strapping Roll,Strapping Solutions,115,2025-09-03,2025-09-05,Completed,2,115,115,1
ORD00999,2025-07-11,P006,Shrink Film Roll,Stretch / Film Solutions,9,2025-07-17,2025-07-20,Pending,3,9,0,0
ORD01000,2025-07-25,P006,Shrink Film Roll,Stretch / Film Solutions,11,2025-07-31,2025-08-01,Completed,1,11,11,1
ORD01001,2025-03-08,P007,Wooden Pallet,Pallet Solutions,11,2025-03-12,2025-03-19,Completed,7,11,11,1
ORD01002,2025-04-13,P001,PP Strapping Roll,Strapping Solutions,440,2025-04-16,2025-04-19,In Production,3,440,351,0.797727273
ORD01003,2025-07-11,P011,5-Ply Corrugated Box,Customized Carton Boxes,22,2025-07-13,2025-07-17,Completed,4,22,22,1
ORD01004,2025-07-18,P005,Stretch Film Roll,Stretch / Film Solutions,9,2025-07-21,2025-07-24,In Production,3,9,6,0.666666667
ORD01005,2025-09-08,P009,Manual Strapping Tool,Packaging Tools & Equipment,11,2025-09-14,2025-09-15,Completed,1,11,11,1
ORD01006,2025-02-09,P006,Shrink Film Roll,Stretch / Film Solutions,44,2025-02-12,2025-02-14,Completed,2,44,44,1
ORD01007,2025-06-09,P005,Stretch Film Roll,Stretch / Film Solutions,82,2025-06-14,2025-06-20,Pending,6,82,0,0
ORD01008,2025-02-12,P003,Bubble Wrap Roll,Protective Packaging,22,2025-02-16,2025-02-22,Completed,6,22,22,1
ORD01009,2025-01-06,P002,PET Strapping Roll,Strapping Solutions,675,2025-01-11,2025-01-17,Completed,6,675,675,1
ORD01010,2025-07-10,P006,Shrink Film Roll,Stretch / Film Solutions,38,2025-07-15,2025-07-21,Completed,6,38,38,1
ORD01011,2025-02-10,P007,Wooden Pallet,Pallet Solutions,8,2025-02-13,2025-02-14,Completed,1,8,8,1
ORD01012,2025-05-25,P004,EPE Foam Roll,Protective Packaging,10,2025-05-27,2025-05-28,In Production,1,10,8,0.8
ORD01013,2025-05-17,P012,7-Ply Corrugated Box,Customized Carton Boxes,163,2025-05-20,2025-05-23,Completed,3,163,163,1
ORD01014,2025-07-22,P013,Platform Trolley,Material Handling,22,2025-07-25,2025-07-27,Completed,2,22,22,1
ORD01015,2025-05-05,P006,Shrink Film Roll,Stretch / Film Solutions,54,2025-05-11,2025-05-16,Completed,5,54,54,1
ORD01016,2025-02-10,P014,Hand Pallet Truck,Material Handling,15,2025-02-14,2025-02-20,Completed,6,15,15,1
ORD01017,2025-10-20,P007,Wooden Pallet,Pallet Solutions,13,2025-10-24,2025-10-27,In Production,3,13,6,0.461538462
ORD01018,2025-12-19,P003,Bubble Wrap Roll,Protective Packaging,13,2025-12-22,2025-12-25,In Production,3,13,9,0.692307692
ORD01019,2025-03-08,P006,Shrink Film Roll,Stretch / Film Solutions,7,2025-03-12,2025-03-15,Completed,3,7,7,1
ORD01020,2025-02-02,P001,PP Strapping Roll,Strapping Solutions,230,2025-02-08,2025-02-11,Completed,3,230,230,1
ORD01021,2025-06-24,P001,PP Strapping Roll,Strapping Solutions,180,2025-06-28,2025-07-01,Completed,3,180,180,1
ORD01022,2025-07-26,P004,EPE Foam Roll,Protective Packaging,60,2025-07-28,2025-08-03,Completed,6,60,60,1
ORD01023,2025-06-11,P001,PP Strapping Roll,Strapping Solutions,100,2025-06-16,2025-06-22,Completed,6,100,100,1
ORD01024,2025-10-12,P006,Shrink Film Roll,Stretch / Film Solutions,22,2025-10-17,2025-10-19,In Production,2,22,18,0.818181818
ORD01025,2025-05-29,P005,Stretch Film Roll,Stretch / Film Solutions,29,2025-06-01,2025-06-08,Completed,7,29,29,1
ORD01026,2025-02-24,P011,5-Ply Corrugated Box,Customized Carton Boxes,51,2025-02-28,2025-03-05,In Production,5,51,23,0.450980392
ORD01027,2025-04-01,P001,PP Strapping Roll,Strapping Solutions,220,2025-04-06,2025-04-09,Completed,3,220,220,1
ORD01028,2025-08-03,P006,Shrink Film Roll,Stretch / Film Solutions,232,2025-08-08,2025-08-12,Completed,4,232,232,1
ORD01029,2025-05-08,P002,PET Strapping Roll,Strapping Solutions,50,2025-05-11,2025-05-16,Completed,5,50,50,1
ORD01030,2025-03-24,P001,PP Strapping Roll,Strapping Solutions,150,2025-03-29,2025-04-01,Completed,3,150,150,1
ORD01031,2025-10-23,P001,PP Strapping Roll,Strapping Solutions,740,2025-10-28,2025-11-01,Completed,4,740,740,1
ORD01032,2025-06-19,P009,Manual Strapping Tool,Packaging Tools & Equipment,11,2025-06-22,2025-06-24,Completed,2,11,11,1
ORD01033,2025-08-02,P005,Stretch Film Roll,Stretch / Film Solutions,10,2025-08-06,2025-08-12,Completed,6,10,10,1
ORD01034,2025-05-30,P009,Manual Strapping Tool,Packaging Tools & Equipment,12,2025-06-04,2025-06-11,In Production,7,12,5,0.416666667
ORD01035,2025-03-16,P007,Wooden Pallet,Pallet Solutions,186,2025-03-20,2025-03-27,Completed,7,186,186,1
ORD01036,2025-05-16,P013,Platform Trolley,Material Handling,14,2025-05-18,2025-05-21,Completed,3,14,14,1
ORD01037,2025-06-19,P014,Hand Pallet Truck,Material Handling,110,2025-06-24,2025-06-30,Completed,6,110,110,1
ORD01038,2025-10-16,P003,Bubble Wrap Roll,Protective Packaging,7,2025-10-20,2025-10-26,Completed,6,7,7,1
ORD01039,2025-12-22,P011,5-Ply Corrugated Box,Customized Carton Boxes,10,2025-12-25,2025-12-27,Completed,2,10,10,1
ORD01040,2025-10-27,P011,5-Ply Corrugated Box,Customized Carton Boxes,17,2025-10-29,2025-11-01,Pending,3,17,0,0
ORD01041,2025-10-28,P002,PET Strapping Roll,Strapping Solutions,55,2025-11-03,2025-11-06,In Production,3,55,22,0.4
ORD01042,2025-07-14,P012,7-Ply Corrugated Box,Customized Carton Boxes,15,2025-07-16,2025-07-22,Completed,6,15,15,1
ORD01043,2025-09-13,P009,Manual Strapping Tool,Packaging Tools & Equipment,26,2025-09-18,2025-09-23,Completed,5,26,26,1
ORD01044,2025-09-17,P006,Shrink Film Roll,Stretch / Film Solutions,31,2025-09-19,2025-09-22,Completed,3,31,31,1
ORD01045,2025-05-07,P011,5-Ply Corrugated Box,Customized Carton Boxes,60,2025-05-10,2025-05-13,Completed,3,60,60,1
ORD01046,2025-04-08,P005,Stretch Film Roll,Stretch / Film Solutions,34,2025-04-10,2025-04-12,Completed,2,34,34,1
ORD01047,2025-11-21,P005,Stretch Film Roll,Stretch / Film Solutions,46,2025-11-23,2025-11-25,Completed,2,46,46,1
ORD01048,2025-10-19,P013,Platform Trolley,Material Handling,10,2025-10-21,2025-10-26,Completed,5,10,10,1
ORD01049,2025-11-04,P010,Battery Strapping Machine,Packaging Tools & Equipment,19,2025-11-08,2025-11-12,Completed,4,19,19,1
ORD01050,2025-12-14,P008,Plastic Pallet,Pallet Solutions,48,2025-12-20,2025-12-25,Completed,5,48,48,1
ORD01051,2025-02-03,P001,PP Strapping Roll,Strapping Solutions,100,2025-02-08,2025-02-14,Completed,6,100,100,1
ORD01052,2025-04-20,P009,Manual Strapping Tool,Packaging Tools & Equipment,13,2025-04-24,2025-04-29,Completed,5,13,13,1
ORD01053,2025-04-09,P003,Bubble Wrap Roll,Protective Packaging,20,2025-04-14,2025-04-21,Completed,7,20,20,1
ORD01054,2025-08-30,P002,PET Strapping Roll,Strapping Solutions,255,2025-09-03,2025-09-06,Completed,3,255,255,1
ORD01055,2025-07-26,P011,5-Ply Corrugated Box,Customized Carton Boxes,17,2025-07-28,2025-08-01,Completed,4,17,17,1
ORD01056,2025-05-12,P003,Bubble Wrap Roll,Protective Packaging,26,2025-05-16,2025-05-23,In Production,7,26,13,0.5
ORD01057,2025-09-15,P011,5-Ply Corrugated Box,Customized Carton Boxes,5,2025-09-20,2025-09-27,Completed,7,5,5,1
ORD01058,2025-12-19,P003,Bubble Wrap Roll,Protective Packaging,20,2025-12-24,2025-12-26,Completed,2,20,20,1
ORD01059,2025-05-26,P011,5-Ply Corrugated Box,Customized Carton Boxes,68,2025-05-28,2025-06-01,Completed,4,68,68,1
ORD01060,2025-04-13,P006,Shrink Film Roll,Stretch / Film Solutions,9,2025-04-19,2025-04-20,Completed,1,9,9,1
ORD01061,2025-02-04,P003,Bubble Wrap Roll,Protective Packaging,18,2025-02-08,2025-02-15,Completed,7,18,18,1
ORD01062,2025-12-13,P008,Plastic Pallet,Pallet Solutions,3,2025-12-17,2025-12-20,Completed,3,3,3,1
ORD01063,2025-01-31,P007,Wooden Pallet,Pallet Solutions,6,2025-02-06,2025-02-09,Completed,3,6,6,1
ORD01064,2025-05-25,P007,Wooden Pallet,Pallet Solutions,33,2025-05-31,2025-06-03,Pending,3,33,0,0
ORD01065,2025-08-28,P005,Stretch Film Roll,Stretch / Film Solutions,97,2025-09-03,2025-09-09,Completed,6,97,97,1
ORD01066,2025-04-04,P011,5-Ply Corrugated Box,Customized Carton Boxes,6,2025-04-10,2025-04-13,Completed,3,6,6,1
ORD01067,2025-07-19,P003,Bubble Wrap Roll,Protective Packaging,36,2025-07-21,2025-07-22,Completed,1,36,36,1
ORD01068,2025-12-07,P013,Platform Trolley,Material Handling,18,2025-12-10,2025-12-17,Completed,7,18,18,1
ORD01069,2025-02-21,P009,Manual Strapping Tool,Packaging Tools & Equipment,72,2025-02-23,2025-02-28,Completed,5,72,72,1
ORD01070,2025-03-25,P011,5-Ply Corrugated Box,Customized Carton Boxes,19,2025-03-30,2025-04-02,Completed,3,19,19,1
ORD01071,2025-04-17,P009,Manual Strapping Tool,Packaging Tools & Equipment,34,2025-04-22,2025-04-23,Completed,1,34,34,1
ORD01072,2025-10-24,P006,Shrink Film Roll,Stretch / Film Solutions,21,2025-10-30,2025-10-31,Completed,1,21,21,1
ORD01073,2025-09-17,P011,5-Ply Corrugated Box,Customized Carton Boxes,63,2025-09-21,2025-09-25,Completed,4,63,63,1
ORD01074,2025-07-04,P012,7-Ply Corrugated Box,Customized Carton Boxes,12,2025-07-08,2025-07-15,Completed,7,12,12,1
ORD01075,2025-08-30,P001,PP Strapping Roll,Strapping Solutions,210,2025-09-01,2025-09-04,Completed,3,210,210,1
ORD01076,2025-08-29,P004,EPE Foam Roll,Protective Packaging,16,2025-08-31,2025-09-01,Completed,1,16,16,1
ORD01077,2025-09-23,P007,Wooden Pallet,Pallet Solutions,13,2025-09-26,2025-10-02,Completed,6,13,13,1
ORD01078,2025-07-11,P006,Shrink Film Roll,Stretch / Film Solutions,5,2025-07-15,2025-07-20,Completed,5,5,5,1
ORD01079,2025-09-26,P003,Bubble Wrap Roll,Protective Packaging,27,2025-09-29,2025-10-01,Completed,2,27,27,1
ORD01080,2025-10-02,P002,PET Strapping Roll,Strapping Solutions,50,2025-10-07,2025-10-09,Completed,2,50,50,1
ORD01081,2025-02-19,P013,Platform Trolley,Material Handling,25,2025-02-24,2025-02-28,Completed,4,25,25,1
ORD01082,2025-11-11,P007,Wooden Pallet,Pallet Solutions,12,2025-11-13,2025-11-15,Completed,2,12,12,1
ORD01083,2025-03-09,P001,PP Strapping Roll,Strapping Solutions,190,2025-03-13,2025-03-17,In Production,4,190,113,0.594736842
ORD01084,2025-04-04,P005,Stretch Film Roll,Stretch / Film Solutions,18,2025-04-06,2025-04-08,Completed,2,18,18,1
ORD01085,2025-07-27,P009,Manual Strapping Tool,Packaging Tools & Equipment,10,2025-08-01,2025-08-03,Completed,2,10,10,1
ORD01086,2025-06-24,P001,PP Strapping Roll,Strapping Solutions,730,2025-06-29,2025-07-06,Completed,7,730,730,1
ORD01087,2025-11-25,P007,Wooden Pallet,Pallet Solutions,9,2025-11-27,2025-12-02,Completed,5,9,9,1
ORD01088,2025-08-20,P007,Wooden Pallet,Pallet Solutions,79,2025-08-25,2025-08-30,In Production,5,79,37,0.46835443
ORD01089,2025-04-12,P008,Plastic Pallet,Pallet Solutions,6,2025-04-16,2025-04-21,Completed,5,6,6,1
ORD01090,2025-09-29,P006,Shrink Film Roll,Stretch / Film Solutions,5,2025-10-02,2025-10-05,Completed,3,5,5,1
ORD01091,2025-04-14,P011,5-Ply Corrugated Box,Customized Carton Boxes,11,2025-04-18,2025-04-19,Completed,1,11,11,1
ORD01092,2025-06-03,P012,7-Ply Corrugated Box,Customized Carton Boxes,32,2025-06-05,2025-06-06,Completed,1,32,32,1
ORD01093,2025-09-04,P007,Wooden Pallet,Pallet Solutions,20,2025-09-07,2025-09-14,Completed,7,20,20,1
ORD01094,2025-04-26,P006,Shrink Film Roll,Stretch / Film Solutions,60,2025-04-30,2025-05-02,Completed,2,60,60,1
ORD01095,2025-11-23,P009,Manual Strapping Tool,Packaging Tools & Equipment,22,2025-11-25,2025-11-30,Completed,5,22,22,1
ORD01096,2025-02-06,P013,Platform Trolley,Material Handling,11,2025-02-10,2025-02-13,Completed,3,11,11,1
ORD01097,2025-05-30,P001,PP Strapping Roll,Strapping Solutions,180,2025-06-02,2025-06-07,Completed,5,180,180,1
ORD01098,2025-12-26,P014,Hand Pallet Truck,Material Handling,47,2025-12-31,2026-01-04,Completed,4,47,47,1
ORD01099,2025-05-09,P006,Shrink Film Roll,Stretch / Film Solutions,9,2025-05-13,2025-05-14,Completed,1,9,9,1
ORD01100,2025-12-29,P011,5-Ply Corrugated Box,Customized Carton Boxes,20,2026-01-03,2026-01-08,Completed,5,20,20,1
ORD01101,2025-10-22,P012,7-Ply Corrugated Box,Customized Carton Boxes,15,2025-10-24,2025-10-25,Completed,1,15,15,1
ORD01102,2025-06-27,P006,Shrink Film Roll,Stretch / Film Solutions,25,2025-07-02,2025-07-09,Completed,7,25,25,1
ORD01103,2025-10-18,P010,Battery Strapping Machine,Packaging Tools & Equipment,33,2025-10-21,2025-10-22,Completed,1,33,33,1
ORD01104,2025-06-30,P006,Shrink Film Roll,Stretch / Film Solutions,45,2025-07-03,2025-07-06,Completed,3,45,45,1
ORD01105,2025-11-28,P006,Shrink Film Roll,Stretch / Film Solutions,155,2025-12-02,2025-12-08,Completed,6,155,155,1
ORD01106,2025-04-27,P001,PP Strapping Roll,Strapping Solutions,530,2025-05-01,2025-05-08,Completed,7,530,530,1
ORD01107,2025-04-14,P001,PP Strapping Roll,Strapping Solutions,250,2025-04-18,2025-04-25,Completed,7,250,250,1
ORD01108,2025-04-08,P006,Shrink Film Roll,Stretch / Film Solutions,48,2025-04-14,2025-04-17,Completed,3,48,48,1
ORD01109,2025-12-31,P012,7-Ply Corrugated Box,Customized Carton Boxes,123,2026-01-06,2026-01-12,Completed,6,123,123,1
