Order_ID,Order_Date,Customer_ID,Customer_Name,Industry,City,State,Region,Customer_Size,Product_ID,Category,Product_Name,UOM,Quantity,Unit_Price_INR,Discount,Sales_INR,Cost_INR,Gross_Profit_INR,Ship_Mode,Planned_Production_Date,Production_Completion_Date,Dispatch_Date,Promised_Date,Production_Status,Dispatch_Status,Payment_Status,Amount_Paid_INR,Outstanding_INR,Salesperson_ID,Gross_Margin_%,Production_Days,Dispatch_Delay_Days,On_Time_Dispatch
ORD01092,2025-06-03,CUST028,United Logistics,Textiles,Bhubaneswar,Odisha,East,Large,P012,Customized Carton Boxes,7-Ply Corrugated Box,Nos,32,90.13,0.05,2884.03,1792.72,1091.31,Standard,2025-06-05,2025-06-06,2025-06-08,2025-06-16,Completed,Dispatched,Partially Paid,1880.58,1003.45,SP03,0.378397589,1,0,Yes
ORD01093,2025-09-04,CUST080,Vertex Industries,FMCG,Chennai,Tamil Nadu,South,Small,P007,Pallet Solutions,Wooden Pallet,Nos,20,1006.49,0.02,20129.85,12568.26,7561.59,Express,2025-09-07,2025-09-14,2025-09-15,2025-09-15,Completed,Dispatched,Paid,20129.85,0,SP02,0.375640653,7,0,Yes
ORD01094,2025-04-26,CUST055,National Manufacturing,Retail,Ahmedabad,Gujarat,West,Medium,P006,Stretch / Film Solutions,Shrink Film Roll,Roll,60,731.77,0,43905.98,28102.26,15803.72,Express,2025-04-30,2025-05-02,2025-05-05,2025-05-02,Completed,Dispatched,Partially Paid,27173.2,16732.78,SP01,0.359944591,2,3,No
ORD01095,2025-11-23,CUST077,Shree Industries,FMCG,Vijayawada,Andhra Pradesh,South,Large,P009,Packaging Tools & Equipment,Manual Strapping Tool,Nos,22,3325.37,0.05,73158.23,49742.35,23415.88,Express,2025-11-25,2025-11-30,2025-12-08,2025-12-06,Completed,Dispatched,Partially Paid,47345.42,25812.81,SP03,0.320071713,5,2,No
ORD01096,2025-02-06,CUST110,Om Manufacturing,Retail,Chennai,Tamil Nadu,South,Medium,P013,Material Handling,Platform Trolley,Nos,11,8677.64,0.02,95454.05,61782.11,33671.94,Scheduled,2025-02-10,2025-02-13,2025-02-13,2025-02-17,Completed,Dispatched,Paid,95454.05,0,SP08,0.352755488,3,0,Yes
ORD01097,2025-05-30,CUST004,Prime Manufacturing,Electronics,Mumbai,Maharashtra,West,Large,P001,Strapping Solutions,PP Strapping Roll,Meter,180,96.89,0.02,17440.41,10185.08,7255.33,Scheduled,2025-06-02,2025-06-07,2025-06-07,2025-06-05,Completed,Dispatched,Paid,17440.41,0,SP08,0.416006848,5,2,No
ORD01098,2025-12-26,CUST084,Prime Traders,Chemicals,Noida,Uttar Pradesh,North,Medium,P014,Material Handling,Hand Pallet Truck,Nos,47,19397.81,0,911697.11,596898.25,314798.86,Express,2025-12-31,2026-01-04,2026-01-04,2026-01-01,Completed,Pending,Partially Paid,504286.49,407410.62,SP11,0.345288865,4,3,No
ORD01099,2025-05-09,CUST050,Prime Industries,Retail,Pune,Maharashtra,West,Large,P006,Stretch / Film Solutions,Shrink Film Roll,Roll,9,827.94,0.02,7451.48,4000.83,3450.65,Express,2025-05-13,2025-05-14,2025-05-14,2025-05-15,Completed,Dispatched,Paid,7451.48,0,SP02,0.463082502,1,0,Yes
ORD01100,2025-12-29,CUST068,Shree Enterprises,Engineering,Indore,Madhya Pradesh,Central,Small,P011,Customized Carton Boxes,5-Ply Corrugated Box,Nos,20,55.81,0.02,1116.24,710.78,405.46,Scheduled,2026-01-03,2026-01-08,2026-01-12,2026-01-12,Completed,Pending,Outstanding,18.05,1098.19,SP02,0.363237297,5,0,Yes
ORD01101,2025-10-22,CUST058,Sunrise Pvt Ltd,Chemicals,Jaipur,Rajasthan,North,Large,P012,Customized Carton Boxes,7-Ply Corrugated Box,Nos,15,101.18,0,1517.71,875.44,642.27,Scheduled,2025-10-24,2025-10-25,2025-10-26,2025-11-01,Completed,Dispatched,Paid,1517.71,0,SP01,0.423183612,1,0,Yes
ORD01102,2025-06-27,CUST098,Prime Pvt Ltd,Engineering,Chennai,Tamil Nadu,South,Large,P006,Stretch / Film Solutions,Shrink Film Roll,Roll,25,786.96,0,19674.1,10938.82,8735.28,Standard,2025-07-02,2025-07-09,2025-07-12,2025-07-11,Completed,Dispatched,Paid,19674.1,0,SP04,0.443998963,7,1,No
ORD01103,2025-10-18,CUST022,United Manufacturing,Textiles,Patna,Bihar,East,Small,P010,Packaging Tools & Equipment,Battery Strapping Machine,Nos,33,42609.15,0.02,1406102.1,899028.61,507073.49,Scheduled,2025-10-21,2025-10-22,2025-10-24,2025-10-24,Completed,Dispatched,Paid,1406102.1,0,SP06,0.360623521,1,0,Yes
ORD01104,2025-06-30,CUST082,Global Enterprises,Pharmaceuticals,Coimbatore,Tamil Nadu,South,Small,P006,Stretch / Film Solutions,Shrink Film Roll,Roll,45,817.77,0.05,36799.75,20970.09,15829.66,Scheduled,2025-07-03,2025-07-06,2025-07-09,2025-07-05,Completed,Dispatched,Paid,36799.75,0,SP09,0.430156727,3,4,No
ORD01105,2025-11-28,CUST038,Global Manufacturing,Logistics,Coimbatore,Tamil Nadu,South,Large,P006,Stretch / Film Solutions,Shrink Film Roll,Roll,155,845.9,0.03,131114.1,71282.77,59831.33,Scheduled,2025-12-02,2025-12-08,2025-12-11,2025-12-08,Completed,Dispatched,Paid,131114.1,0,SP09,0.45633025,6,3,No
ORD01106,2025-04-27,CUST098,Prime Pvt Ltd,Engineering,Chennai,Tamil Nadu,South,Large,P001,Strapping Solutions,PP Strapping Roll,Meter,530,93.1,0.02,49342.49,28146.96,21195.53,Standard,2025-05-01,2025-05-08,2025-05-10,2025-05-03,Completed,Dispatched,Paid,49342.49,0,SP07,0.429559392,7,7,No
ORD01107,2025-04-14,CUST074,Global Traders,FMCG,Surat,Gujarat,West,Small,P001,Strapping Solutions,PP Strapping Roll,Meter,250,98.28,0.1,24569.99,13902.75,10667.24,Standard,2025-04-18,2025-04-25,2025-04-28,2025-04-24,Completed,Dispatched,Paid,24569.99,0,SP02,0.434157279,7,4,No
ORD01108,2025-04-08,CUST112,National Manufacturing,Chemicals,Chennai,Tamil Nadu,South,Medium,P006,Stretch / Film Solutions,Shrink Film Roll,Roll,48,840.84,0,40360.12,22680.87,17679.25,Standard,2025-04-14,2025-04-17,2025-04-21,2025-04-21,Completed,Dispatched,Paid,40360.12,0,SP02,0.438037598,3,0,Yes
ORD01109,2025-12-31,CUST120,Prime Manufacturing,Pharmaceuticals,Coimbatore,Tamil Nadu,South,Small,P012,Customized Carton Boxes,7-Ply Corrugated Box,Nos,123,84.65,0.02,10412.41,7028.83,3383.58,Scheduled,2026-01-06,2026-01-12,2026-01-15,2026-01-09,Completed,Pending,Paid,10412.41,0,SP05,0.32495647,6,6,No
ORD01110,2025-11-11,CUST001,Prime Industries,Textiles,Patna,Bihar,East,Small,P009,Packaging Tools & Equipment,Manual Strapping Tool,Nos,7,2959.6,0.1,20717.17,15310.83,5406.34,Express,2025-11-17,2025-11-18,2025-11-20,2025-11-19,Completed,Dispatched,Paid,20717.17,0,SP04,0.260959388,1,1,No
ORD01111,2025-12-22,CUST063,Prime Logistics,FMCG,Bhopal,Madhya Pradesh,Central,Large,P006,Stretch / Film Solutions,Shrink Film Roll,Roll,84,787.49,0.03,66149.44,39109.12,27040.32,Scheduled,2025-12-25,2025-12-27,2025-12-28,2026-01-03,Completed,Dispatched,Paid,66149.44,0,SP08,0.40877625,2,0,Yes
ORD01112,2025-08-13,CUST006,Vertex Enterprises,Electronics,Patna,Bihar,East,Medium,P013,Material Handling,Platform Trolley,Nos,15,8049.69,0.02,120745.31,81143.39,39601.92,Express,2025-08-18,2025-08-23,2025-08-27,2025-08-27,Completed,Dispatched,Paid,120745.31,0,SP12,0.32797895,5,0,Yes
ORD01113,2025-07-06,CUST017,Global Logistics,Electronics,Patna,Bihar,East,Small,P013,Material Handling,Platform Trolley,Nos,36,8070.91,0.1,290552.82,202398.4,88154.42,Standard,2025-07-10,2025-07-14,2025-07-16,2025-07-16,In Production,Dispatched,Paid,290552.82,0,SP06,0.30340239,4,0,Yes
ORD01114,2025-12-26,CUST047,Global Pvt Ltd,Logistics,Coimbatore,Tamil Nadu,South,Small,P007,Pallet Solutions,Wooden Pallet,Nos,13,1012.34,0.03,13160.42,7813.21,5347.21,Express,2025-12-29,2026-01-05,2026-01-15,2026-01-09,Completed,Pending,Paid,13160.42,0,SP12,0.406309981,7,6,No
ORD01115,2025-12-26,CUST080,Vertex Industries,FMCG,Chennai,Tamil Nadu,South,Small,P002,Strapping Solutions,PET Strapping Roll,Kg,230,129.95,0.05,29888.9,16051.95,13836.95,Express,2026-01-01,2026-01-08,2026-01-09,2026-01-07,In Production,Pending,Paid,29888.9,0,SP02,0.46294611,7,2,No
ORD01116,2025-03-29,CUST092,Metro Industries,FMCG,Coimbatore,Tamil Nadu,South,Medium,P005,Stretch / Film Solutions,Stretch Film Roll,Roll,11,623.5,0,6858.51,4044.39,2814.12,Scheduled,2025-03-31,2025-04-05,2025-04-08,2025-04-11,In Production,Dispatched,Paid,6858.51,0,SP06,0.410310694,5,0,Yes
ORD01117,2025-02-03,CUST026,Prime Manufacturing,Pharmaceuticals,Pune,Maharashtra,West,Large,P002,Strapping Solutions,PET Strapping Roll,Kg,50,128.72,0.05,6435.77,3648.4,2787.37,Express,2025-02-07,2025-02-12,2025-02-14,2025-02-08,Completed,Dispatched,Partially Paid,3956.2,2479.57,SP09,0.433105907,5,6,No
ORD01118,2025-12-23,CUST092,Metro Industries,FMCG,Coimbatore,Tamil Nadu,South,Medium,P013,Material Handling,Platform Trolley,Nos,8,7657.19,0,61257.53,46153.1,15104.43,Scheduled,2025-12-27,2025-12-30,2025-12-31,2026-01-06,Completed,Dispatched,Paid,61257.53,0,SP06,0.246572625,3,0,Yes
ORD01119,2025-01-04,CUST020,Shree Industries,Electronics,Bengaluru,Karnataka,South,Large,P012,Customized Carton Boxes,7-Ply Corrugated Box,Nos,27,90.66,0,2447.84,1565.55,882.29,Standard,2025-01-10,2025-01-11,2025-01-15,2025-01-18,Completed,Dispatched,Paid,2447.84,0,SP04,0.36043614,1,0,Yes
ORD01120,2025-11-04,CUST108,National Manufacturing,Pharmaceuticals,Jaipur,Rajasthan,North,Small,P009,Packaging Tools & Equipment,Manual Strapping Tool,Nos,30,3255.6,0.02,97668.12,66146.9,31521.22,Scheduled,2025-11-07,2025-11-14,2025-11-15,2025-11-09,Completed,Dispatched,Paid,97668.12,0,SP12,0.322738064,7,6,No
ORD01121,2025-12-17,CUST031,United Industries,Textiles,Bhopal,Madhya Pradesh,Central,Large,P002,Strapping Solutions,PET Strapping Roll,Kg,195,138.22,0.02,26952.49,14252.8,12699.69,Standard,2025-12-22,2025-12-29,2026-01-01,2025-12-28,Completed,Pending,Paid,26952.49,0,SP12,0.471188005,7,4,No
ORD01122,2025-08-09,CUST120,Prime Manufacturing,Pharmaceuticals,Coimbatore,Tamil Nadu,South,Small,P001,Strapping Solutions,PP Strapping Roll,Meter,100,90.03,0,9002.75,5600.47,3402.28,Express,2025-08-13,2025-08-17,2025-08-17,2025-08-16,Completed,Dispatched,Paid,9002.75,0,SP02,0.377915637,4,1,No
ORD01123,2025-09-26,CUST068,Shree Enterprises,Engineering,Indore,Madhya Pradesh,Central,Small,P001,Strapping Solutions,PP Strapping Roll,Meter,130,87.29,0.05,11347.91,7172.61,4175.3,Standard,2025-09-30,2025-10-01,2025-10-05,2025-10-01,Completed,Dispatched,Paid,11347.91,0,SP01,0.367935593,1,4,No
ORD01124,2025-06-17,CUST052,United Manufacturing,Retail,Coimbatore,Tamil Nadu,South,Small,P007,Pallet Solutions,Wooden Pallet,Nos,41,889.43,0.05,36466.79,26333.43,10133.36,Express,2025-06-22,2025-06-25,2025-06-25,2025-07-01,In Production,Dispatched,Outstanding,2927.63,33539.16,SP02,0.277879133,3,0,Yes
ORD01125,2025-12-16,CUST078,Shree Industries,Automotive,Chennai,Tamil Nadu,South,Medium,P003,Protective Packaging,Bubble Wrap Roll,Roll,11,813.27,0.05,8946.01,5855.26,3090.75,Express,2025-12-19,2025-12-24,2025-12-26,2025-12-30,Completed,Dispatched,Partially Paid,3663.75,5282.26,SP01,0.345489218,5,0,Yes
ORD01126,2025-11-15,CUST064,Sunrise Industries,Electronics,Noida,Uttar Pradesh,North,Large,P011,Customized Carton Boxes,5-Ply Corrugated Box,Nos,27,55.46,0.05,1497.29,891.18,606.11,Express,2025-11-17,2025-11-22,2025-11-22,2025-11-24,Completed,Dispatched,Partially Paid,1063.21,434.08,SP04,0.40480468,5,0,Yes
ORD01127,2025-11-05,CUST117,National Pvt Ltd,Textiles,Gurugram,Haryana,North,Large,P014,Material Handling,Hand Pallet Truck,Nos,31,20084.79,0.05,622628.43,405530.46,217097.97,Scheduled,2025-11-08,2025-11-13,2025-11-15,2025-11-17,Completed,Dispatched,Paid,622628.43,0,SP02,0.348679822,5,0,Yes
ORD01128,2025-06-23,CUST043,Om Logistics,Electronics,Mumbai,Maharashtra,West,Large,P006,Stretch / Film Solutions,Shrink Film Roll,Roll,43,848.96,0.05,36505.22,19409.29,17095.93,Express,2025-06-26,2025-06-29,2025-06-30,2025-07-01,Completed,Dispatched,Partially Paid,26161.25,10343.97,SP11,0.468314668,3,0,Yes
ORD01129,2025-12-29,CUST044,Apex Industries,Automotive,Noida,Uttar Pradesh,North,Small,P006,Stretch / Film Solutions,Shrink Film Roll,Roll,39,850.68,0.05,33176.5,17151.69,16024.81,Express,2026-01-04,2026-01-05,2026-01-09,2026-01-04,Completed,Pending,Paid,33176.5,0,SP09,0.483016894,1,5,No
ORD01130,2025-11-26,CUST010,Metro Logistics,Textiles,Chandigarh,Chandigarh,North,Small,P011,Customized Carton Boxes,5-Ply Corrugated Box,Nos,10,59.7,0.08,597.04,358.23,238.81,Express,2025-11-29,2025-12-02,2025-12-04,2025-12-03,Completed,Dispatched,Outstanding,33.77,563.27,SP01,0.39998995,3,1,No
ORD01131,2025-09-09,CUST090,Sunrise Traders,Textiles,Delhi,Delhi,North,Small,P001,Strapping Solutions,PP Strapping Roll,Meter,270,93.13,0.03,25144.07,15232.5,9911.57,Standard,2025-09-11,2025-09-14,2025-09-18,2025-09-21,Completed,Dispatched,Outstanding,2579.98,22564.09,SP09,0.394191155,3,0,Yes
ORD01132,2025-01-22,CUST026,Prime Manufacturing,Pharmaceuticals,Pune,Maharashtra,West,Large,P001,Strapping Solutions,PP Strapping Roll,Meter,140,99.84,0.03,13977.65,7745.5,6232.15,Standard,2025-01-25,2025-01-26,2025-01-28,2025-02-05,Completed,Dispatched,Paid,13977.65,0,SP01,0.445865364,1,0,Yes
ORD01133,2025-06-05,CUST108,National Manufacturing,Pharmaceuticals,Jaipur,Rajasthan,North,Small,P013,Material Handling,Platform Trolley,Nos,10,7370.95,0.08,73709.53,57526.75,16182.78,Scheduled,2025-06-10,2025-06-12,2025-06-19,2025-06-18,Completed,Dispatched,Paid,73709.53,0,SP12,0.219548001,2,1,No
ORD01134,2025-01-23,CUST032,Vertex Industries,Textiles,Bhopal,Madhya Pradesh,Central,Large,P007,Pallet Solutions,Wooden Pallet,Nos,33,923.58,0.05,30478.29,19745.88,10732.41,Scheduled,2025-01-26,2025-01-27,2025-01-30,2025-01-30,Completed,Dispatched,Paid,30478.29,0,SP11,0.352132944,1,0,Yes
ORD01135,2025-11-10,CUST120,Prime Manufacturing,Pharmaceuticals,Coimbatore,Tamil Nadu,South,Small,P004,Protective Packaging,EPE Foam Roll,Roll,9,1490.8,0.05,13417.22,8243.11,5174.11,Express,2025-11-12,2025-11-13,2025-11-16,2025-11-18,Completed,Dispatched,Paid,13417.22,0,SP03,0.385632046,1,0,Yes
ORD01136,2025-07-19,CUST055,National Manufacturing,Retail,Ahmedabad,Gujarat,West,Medium,P011,Customized Carton Boxes,5-Ply Corrugated Box,Nos,12,52.88,0.08,634.55,418.65,215.9,Scheduled,2025-07-22,2025-07-25,2025-07-28,2025-07-24,Completed,Dispatched,Paid,634.55,0,SP12,0.340241116,3,4,No
ORD01137,2025-11-17,CUST089,Shree Manufacturing,Electronics,Chandigarh,Chandigarh,North,Small,P008,Pallet Solutions,Plastic Pallet,Nos,48,2333.39,0.1,112002.68,79885.46,32117.22,Express,2025-11-21,2025-11-23,2025-11-25,2025-11-28,Completed,Dispatched,Paid,112002.68,0,SP05,0.286754031,2,0,Yes
ORD01138,2025-11-04,CUST119,National Traders,Engineering,Jaipur,Rajasthan,North,Medium,P005,Stretch / Film Solutions,Stretch Film Roll,Roll,34,604.51,0.05,20553.24,12733.77,7819.47,Standard,2025-11-06,2025-11-12,2025-11-15,2025-11-09,Completed,Dispatched,Partially Paid,8133.99,12419.25,SP08,0.380449506,6,6,No
ORD01139,2025-02-04,CUST058,Sunrise Pvt Ltd,Chemicals,Jaipur,Rajasthan,North,Large,P006,Stretch / Film Solutions,Shrink Film Roll,Roll,13,718.86,0.08,9345.24,6011.18,3334.06,Express,2025-02-07,2025-02-12,2025-02-14,2025-02-11,Completed,Dispatched,Partially Paid,5275.43,4069.81,SP10,0.356765583,5,3,No
ORD01140,2025-05-14,CUST033,Om Manufacturing,Pharmaceuticals,Kochi,Kerala,South,Medium,P005,Stretch / Film Solutions,Stretch Film Roll,Roll,17,625.85,0.03,10639.5,5910.11,4729.39,Standard,2025-05-16,2025-05-23,2025-05-23,2025-05-25,In Production,Dispatched,Outstanding,202.87,10436.63,SP08,0.44451243,7,0,Yes
ORD01141,2025-09-03,CUST005,Apex Logistics,Electronics,Bhubaneswar,Odisha,East,Large,P006,Stretch / Film Solutions,Shrink Film Roll,Roll,11,769.58,0.08,8465.34,5166.2,3299.14,Express,2025-09-05,2025-09-06,2025-09-07,2025-09-08,Completed,Dispatched,Partially Paid,4439.05,4026.29,SP08,0.389723272,1,0,Yes
ORD01142,2025-03-15,CUST043,Om Logistics,Electronics,Mumbai,Maharashtra,West,Large,P005,Stretch / Film Solutions,Stretch Film Roll,Roll,57,669.75,0,38175.51,20751.64,17423.87,Standard,2025-03-20,2025-03-25,2025-03-25,2025-03-28,Completed,Dispatched,Paid,38175.51,0,SP03,0.456414859,5,0,Yes
ORD01143,2025-06-24,CUST110,Om Manufacturing,Retail,Chennai,Tamil Nadu,South,Medium,P007,Pallet Solutions,Wooden Pallet,Nos,9,949.48,0.03,8545.32,5609.46,2935.86,Standard,2025-06-28,2025-06-30,2025-07-02,2025-07-06,Completed,Dispatched,Paid,8545.32,0,SP04,0.343563494,2,0,Yes
ORD01144,2025-04-05,CUST016,Shree Pvt Ltd,FMCG,Delhi,Delhi,North,Large,P007,Pallet Solutions,Wooden Pallet,Nos,16,857.7,0.1,13723.27,10288.8,3434.47,Standard,2025-04-08,2025-04-11,2025-04-14,2025-04-10,Completed,Dispatched,Paid,13723.27,0,SP03,0.250266154,3,4,No
ORD01145,2025-10-08,CUST101,Vertex Manufacturing,Electronics,Jaipur,Rajasthan,North,Medium,P007,Pallet Solutions,Wooden Pallet,Nos,4,998.93,0.03,3995.74,2555.58,1440.16,Standard,2025-10-12,2025-10-13,2025-10-13,2025-10-14,Completed,Dispatched,Paid,3995.74,0,SP03,0.360423851,1,0,Yes
ORD01146,2025-02-23,CUST036,National Industries,Electronics,Jaipur,Rajasthan,North,Large,P005,Stretch / Film Solutions,Stretch Film Roll,Roll,36,685.55,0.05,24679.69,13109.21,11570.48,Scheduled,2025-02-26,2025-02-27,2025-03-02,2025-02-28,In Production,Dispatched,Partially Paid,14840.26,9839.43,SP09,0.468825986,1,2,No
ORD01147,2025-02-07,CUST001,Prime Industries,Textiles,Patna,Bihar,East,Small,P010,Packaging Tools & Equipment,Battery Strapping Machine,Nos,9,37091.79,0.05,333826.13,244631.88,89194.25,Express,2025-02-09,2025-02-15,2025-02-18,2025-02-21,Completed,Dispatched,Paid,333826.13,0,SP10,0.267187742,6,0,Yes
ORD01148,2025-05-09,CUST087,Shree Manufacturing,FMCG,Noida,Uttar Pradesh,North,Medium,P005,Stretch / Film Solutions,Stretch Film Roll,Roll,14,582.81,0,8159.3,4885.6,3273.7,Express,2025-05-13,2025-05-19,2025-05-22,2025-05-21,Completed,Dispatched,Paid,8159.3,0,SP11,0.401223144,6,1,No
ORD01149,2025-03-31,CUST002,Global Pvt Ltd,FMCG,Noida,Uttar Pradesh,North,Large,P011,Customized Carton Boxes,5-Ply Corrugated Box,Nos,26,59.45,0.08,1545.66,926.64,619.02,Scheduled,2025-04-05,2025-04-08,2025-04-09,2025-04-10,Completed,Dispatched,Paid,1545.66,0,SP09,0.400489111,3,0,Yes
ORD01150,2025-04-27,CUST073,Vertex Industries,Chemicals,Patna,Bihar,East,Medium,P001,Strapping Solutions,PP Strapping Roll,Meter,100,96.35,0.08,9635.33,5675.75,3959.58,Express,2025-05-02,2025-05-04,2025-05-06,2025-05-05,Completed,Dispatched,Paid,9635.33,0,SP08,0.410943891,2,1,No
ORD01151,2025-07-06,CUST107,Om Traders,FMCG,Kochi,Kerala,South,Small,P007,Pallet Solutions,Wooden Pallet,Nos,60,996.53,0,59791.64,38411.38,21380.26,Scheduled,2025-07-10,2025-07-13,2025-07-16,2025-07-13,Completed,Dispatched,Paid,59791.64,0,SP11,0.357579421,3,3,No
ORD01152,2025-11-13,CUST117,National Pvt Ltd,Textiles,Gurugram,Haryana,North,Large,P002,Strapping Solutions,PET Strapping Roll,Kg,100,126.83,0.05,12683.36,7068.08,5615.28,Scheduled,2025-11-17,2025-11-21,2025-11-25,2025-11-24,Completed,Dispatched,Paid,12683.36,0,SP08,0.44272811,4,1,No
ORD01153,2025-06-03,CUST054,Prime Industries,Chemicals,Coimbatore,Tamil Nadu,South,Small,P009,Packaging Tools & Equipment,Manual Strapping Tool,Nos,27,3294.22,0.02,88944.03,57795.51,31148.52,Standard,2025-06-09,2025-06-13,2025-06-13,2025-06-11,Completed,Dispatched,Paid,88944.03,0,SP08,0.350203606,4,2,No
ORD01154,2025-01-13,CUST030,Metro Industries,Textiles,Patna,Bihar,East,Medium,P003,Protective Packaging,Bubble Wrap Roll,Roll,63,798.2,0.05,50286.75,32557.86,17728.89,Standard,2025-01-16,2025-01-20,2025-01-24,2025-01-20,Completed,Dispatched,Paid,50286.75,0,SP03,0.352555892,4,4,No
ORD01155,2025-07-30,CUST029,Prime Pvt Ltd,Chemicals,Mumbai,Maharashtra,West,Medium,P010,Packaging Tools & Equipment,Battery Strapping Machine,Nos,113,35067.15,0.05,3962588.3,3161034.45,801553.85,Scheduled,2025-08-03,2025-08-07,2025-08-08,2025-08-06,Completed,Dispatched,Paid,3962588.3,0,SP01,0.202280376,4,2,No
ORD01156,2025-12-13,CUST044,Apex Industries,Automotive,Noida,Uttar Pradesh,North,Small,P002,Strapping Solutions,PET Strapping Roll,Kg,155,127.69,0.1,19792.4,10834.18,8958.22,Scheduled,2025-12-15,2025-12-22,2025-12-24,2025-12-19,Completed,Dispatched,Paid,19792.4,0,SP03,0.452609082,7,5,No
ORD01157,2025-04-20,CUST091,Metro Pvt Ltd,Chemicals,Gurugram,Haryana,North,Medium,P007,Pallet Solutions,Wooden Pallet,Nos,42,979.23,0,41127.54,26358.24,14769.3,Express,2025-04-24,2025-05-01,2025-05-01,2025-04-30,Completed,Dispatched,Outstanding,4340.62,36786.92,SP05,0.359109735,7,1,No
ORD01158,2025-02-21,CUST040,National Pvt Ltd,Textiles,Coimbatore,Tamil Nadu,South,Medium,P011,Customized Carton Boxes,5-Ply Corrugated Box,Nos,27,58.2,0,1571.28,923.96,647.32,Scheduled,2025-02-27,2025-03-01,2025-03-02,2025-02-28,Completed,Dispatched,Paid,1571.28,0,SP08,0.411969859,2,2,No
ORD01159,2025-12-25,CUST053,United Manufacturing,FMCG,Gurugram,Haryana,North,Medium,P003,Protective Packaging,Bubble Wrap Roll,Roll,28,915.27,0,25627.57,13958.57,11669,Express,2025-12-29,2026-01-04,2026-01-05,2025-12-31,Completed,Pending,Paid,25627.57,0,SP08,0.455329943,6,5,No
ORD01160,2025-07-14,CUST040,National Pvt Ltd,Textiles,Coimbatore,Tamil Nadu,South,Medium,P006,Stretch / Film Solutions,Shrink Film Roll,Roll,51,832.53,0.02,42458.98,24515.83,17943.15,Express,2025-07-19,2025-07-21,2025-07-21,2025-07-28,In Production,Dispatched,Outstanding,5693.67,36765.31,SP11,0.422599648,2,0,Yes
ORD01161,2025-10-18,CUST113,Vertex Manufacturing,FMCG,Pune,Maharashtra,West,Medium,P004,Protective Packaging,EPE Foam Roll,Roll,19,1366.9,0,25971.06,17407.91,8563.15,Standard,2025-10-22,2025-10-25,2025-10-28,2025-10-28,Completed,Dispatched,Partially Paid,19067.06,6904,SP11,0.329718926,3,0,Yes
ORD01162,2025-06-14,CUST064,Sunrise Industries,Electronics,Noida,Uttar Pradesh,North,Large,P007,Pallet Solutions,Wooden Pallet,Nos,20,998.71,0.03,19974.2,12567.2,7407,Express,2025-06-18,2025-06-24,2025-06-24,2025-06-24,In Production,Dispatched,Paid,19974.2,0,SP05,0.370828369,6,0,Yes
ORD01163,2025-04-09,CUST091,Metro Pvt Ltd,Chemicals,Gurugram,Haryana,North,Medium,P003,Protective Packaging,Bubble Wrap Roll,Roll,123,863.39,0.02,106197.37,60973.33,45224.04,Express,2025-04-15,2025-04-18,2025-04-22,2025-04-14,In Production,Dispatched,Paid,106197.37,0,SP07,0.425848964,3,8,No
ORD01164,2025-06-22,CUST032,Vertex Industries,Textiles,Bhopal,Madhya Pradesh,Central,Large,P011,Customized Carton Boxes,5-Ply Corrugated Box,Nos,60,59.07,0.05,3544.36,2100.11,1444.25,Express,2025-06-24,2025-06-27,2025-06-30,2025-06-28,Completed,Dispatched,Outstanding,304.98,3239.38,SP07,0.40747836,3,2,No
ORD01165,2025-04-13,CUST032,Vertex Industries,Textiles,Bhopal,Madhya Pradesh,Central,Large,P006,Stretch / Film Solutions,Shrink Film Roll,Roll,8,736.13,0.05,5889.03,3803.75,2085.28,Express,2025-04-18,2025-04-22,2025-04-25,2025-04-18,Completed,Dispatched,Paid,5889.03,0,SP07,0.354095666,4,7,No
ORD01166,2025-12-29,CUST091,Metro Pvt Ltd,Chemicals,Gurugram,Haryana,North,Medium,P007,Pallet Solutions,Wooden Pallet,Nos,21,1003.72,0.05,21078.04,13419.89,7658.15,Scheduled,2026-01-02,2026-01-04,2026-01-06,2026-01-07,Completed,Pending,Paid,21078.04,0,SP06,0.36332363,2,0,Yes
ORD01167,2025-09-18,CUST044,Apex Industries,Automotive,Noida,Uttar Pradesh,North,Small,P001,Strapping Solutions,PP Strapping Roll,Meter,100,90.73,0,9073.31,5809.88,3263.43,Standard,2025-09-20,2025-09-21,2025-09-22,2025-09-24,Completed,Dispatched,Paid,9073.31,0,SP02,0.359673592,1,0,Yes
ORD01168,2025-01-05,CUST056,National Enterprises,Automotive,Vijayawada,Andhra Pradesh,South,Small,P007,Pallet Solutions,Wooden Pallet,Nos,27,1041.27,0.02,28114.25,16976,11138.25,Scheduled,2025-01-07,2025-01-13,2025-01-21,2025-01-19,Completed,Dispatched,Outstanding,2804.14,25310.11,SP02,0.396178095,6,2,No
ORD01169,2025-01-29,CUST090,Sunrise Traders,Textiles,Delhi,Delhi,North,Small,P005,Stretch / Film Solutions,Stretch Film Roll,Roll,13,664.73,0.02,8641.55,4685.17,3956.38,Express,2025-02-01,2025-02-03,2025-02-05,2025-02-05,Completed,Dispatched,Partially Paid,5502.87,3138.68,SP06,0.457832218,2,0,Yes
